id,overall_status,study_type,start_date,enrollment,condition,location_countries,intervention,title,date_processed,sponsors
NCT04664075,Not yet recruiting,Observational,January 2021,100,INFLUENZA,UNITED KINGDOM,RESPIRATORY INFECTIONS,Predicting Severity and Disease Progression in Influenza-like Illness,"February 08, 2021",Imperial College London
NCT04438070,Recruiting,Interventional,"April 10, 2020",400,COVID,CANADA,COVID-19 SWAB,COVID Screening Strategies in Homeless Shelters,"February 08, 2021",St. Joseph's Healthcare Hamilton
NCT04476719,"Active, not recruiting",Interventional,"July 9, 2020",18,BIOEQUIVALENCE,TURKEY,ATAFENOVIR 200 MG KAPSUL,"Open-Label, Randomised, Single Oral Dose, Two-Period, Cross-Over Trial To Assess The Bioequivalence Of Atafenovir 200 Mg Kapsul In Comparison With Arbidol 100 Mg Kapsul In Healthy Male Subjects Under Fasting Conditions","February 08, 2021",Atabay Kimya Sanayi Ticaret A.S.
NCT04732858,"Active, not recruiting",Observational,"March 1, 2020",50,COVID,FRANCE,CROSS SECTIONAL E-SURVEY ON SURGEONS EXPOSED TO ANY EDUCATIONAL INTERVENTION,"Educational Interventions to Integrate Surgical Staff Within Medical Units During the COVID-19 Pandemic: EDUCOVID Cross-sectional, E-survey","February 08, 2021",Assistance Publique - Hôpitaux de Paris
NCT04261270,Recruiting,Interventional,"February 1, 2020",60,2019-NCOV PNEUMONIA,CHINA,ASC09F+OSELTAMIVIR,"A Randomized,Open,Controlled Small Sample Clinical Study to Evaluate the Efficacy and Safety of ASC09/Ritonavir Compound Tablets and Ritonavir for 2019-nCoV Pneumonia","February 08, 2021",Tongji Hospital
NCT04372004,Recruiting,Interventional,"May 8, 2020",100,COVID,UNITED STATES,DIAGNOSTIC TESTS FOR COVID-19 INFECTION,Comparison of the Efficacy of Rapid Tests to Identify COVID-19 Infection (CATCh COVID-19),"February 08, 2021",Texas Cardiac Arrhythmia Research Foundation
NCT04445597,Recruiting,Interventional,"May 7, 2020",90,SARS-COV2,BELGIUM,SAMPLING OF TISSUE,ANalyzing Olfactory Dysfunction Mechanisms In COVID-19,"February 08, 2021",Universitaire Ziekenhuizen Leuven
NCT04353271,Terminated,Interventional,"April 17, 2020",58,COVID,UNITED STATES,HYDROXYCHLOROQUINE,A Randomized Phase 2/3 Trial of Hydroxychloroquine In Covid-19 Kinetics,"February 08, 2021",University of South Alabama
NCT04386668,Terminated,Interventional,"May 26, 2020",80,COVID,UNITED KINGDOM,LET IT OUT (LIO)-C,Let It Out (LIO) and COVID19: a Randomised Controlled Trial of an Online Emotional Disclosure-based Intervention for Adults During the COVID19 Pandemic,"February 08, 2021","University College, London"
NCT04528667,Recruiting,Interventional,"January 6, 2021",400,COVID,BRAZIL,STI-5656,"A Phase 2, Randomized, Double-Blind, Placebo-controlled Study of the Safety and Efficacy of STI-5656 (Abivertinib Maleate) in Subjects Hospitalized Due to COVID-19","February 08, 2021","Sorrento Therapeutics, Inc."
NCT04372017,"Active, not recruiting",Interventional,"May 14, 2020",1,COVID,UNITED STATES,HYDROXYCHLOROQUINE,"Randomized, Double-Blind, Controlled Trial of Hydroxychloroquine vs Placebo as Post-Exposure Prophylaxis Against COVID-19 Infection","February 08, 2021",Sanford Health
NCT04335851,Completed,Interventional,"April 6, 2020",68,SOCIAL ISOLATION,TURKEY,VIDEO BASED AEROBIC EXERCISE,Effectiveness of Video-Based Exercises on Physical and Emotional Well-Being During COVID-19 Induced Social Isolation,"February 08, 2021",Biruni University
NCT04420273,"Active, not recruiting",Interventional,"July 2, 2020",1000,MELANOMA,UNITED STATES,SSE EDUCATIONAL INTERVENTION,Targeted Melanoma Detection With Skin Self-examination: Leveraging the Mammogram Encounter,"February 08, 2021",Northwestern University
NCT04703036,Recruiting,Interventional,"January 11, 2021",64,COVID,UNITED STATES,GLYCINE,Randomized Trial of Supplementing Glycine and N-acetylcysteine vs. Placebo in COVID-19,"February 08, 2021",Baylor College of Medicine
NCT04385186,Not yet recruiting,Interventional,"June 20, 2020",60,"INFECTIONS, CORONAVIRUS",COLOMBIA,INACTIVATED CONVALESCENT PLASMA,Inactivated Convalescent Plasma as a Therapeutic Alternative in Hospitalized Patients CoViD-19,"February 08, 2021","National Blood Center Foundation, Hemolife"
NCT04391309,Not yet recruiting,Interventional,July 2020,300,SARS-COV2,UNITED STATES,IC14,"Phase 2, Randomized, Double-Blind, Placebo-Controlled Study of the Effect of Anti-CD14 Treatment in Patients With SARS-CoV-2 (COVID-19)","February 08, 2021",Implicit Bioscience
NCT04640168,Recruiting,Interventional,"November 24, 2020",1500,COVID,JAPAN,BARICITINIB,"A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults (ACTT-4)","February 08, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
NCT04381312,Recruiting,Observational,"April 9, 2020",1000,RISK FACTORS FOR COVID OUTCOMES IN ELDERLY POPULATIONS,FRANCE,,COVID-19 Chez la Personne âgée de Plus de 70 Ans : Impact Direct et Indirect à 3 Mois.,"February 08, 2021","University Hospital, Grenoble"
NCT04414241,Not yet recruiting,Interventional,June 2020,320,SARS-COV2,PERU,HYDROXYCHLOROQUINE,"Hydroxychloroquine to Prevent SARS-CoV-2 Infection Among Healthcare Workers: Randomized Controlled, Open-label, Phase 3 Clinical Trial","February 08, 2021",Universidad Peruana Cayetano Heredia
NCT04313946,Recruiting,Observational,"March 18, 2020",200,COVID,ITALY,SCANNING CHEST X-RAYS AND PERFORMING AI ALGORITHMS ON IMAGES,The Benefits of Artificial Intelligence Algorithms (CNNs) for Discriminating Between COVID-19 and Influenza Pneumonitis in an Emergency Department Using Chest X-Ray Examinations,"February 08, 2021",Professor Adrian Covic
NCT04387409,"Active, not recruiting",Interventional,"May 25, 2020",59,"INFECTION, RESPIRATORY TRACT",GERMANY,VPM1002,"A Phase III, Double-blind, Randomized, Placebo-controlled Multicentre Clinical Trial to Assess the Efficacy and Safety of VPM1002 in Reducing Healthcare Professionals' Absenteeism in the SARS-CoV-2 Pandemic by Modulating the Immune System","February 08, 2021",Vakzine Projekt Management GmbH
NCT04629001,"Active, not recruiting",Observational [Patient Registry],"September 1, 2020",1000,PREGNANCY WITHOUT COMPLICATIONS EXCEPT GETTING COVID INFECTION,EGYPT,"COVID-19 PCR , IGM",Effect of Covid-19 on Outcomes of Pregnancy,"February 08, 2021",Assiut University
NCT04353180,Not yet recruiting,Interventional,February 2021,100000,COVID,EGYPT,DRUG ISOTRETINOIN (13 CIS RETINOIC ACID ) CAPSULES+STANDARD TREATMENT,Isotretinoin in Treatment of COVID-19 (Randomized),"February 08, 2021",Kafrelsheikh University
NCT04397822,Recruiting,Observational,"April 16, 2020",110,COVID,FRANCE,BLOOD SAMPLES,Study of INFLAmmasome NLRP3 and PLAtelets Functions During Severe COVID-19 Infection,"February 08, 2021","University Hospital, Toulouse"
NCT04359875,Not yet recruiting,Interventional,April 2020,22000,CARDIOVASCULAR DISEASES,FRANCE,PHONE-CALL SCREENING AND MANAGEMENT BY A MEDICAL STUDENT/GENERAL PRACTITIONER TANDEM,Does a Systematic Phone-call by a Medical Student/General Practitioner Team in Patients Suffering From a Chronic Condition During the COVID-19 Containment Period Impact One-month Hospitalization's Rate in France? A Cluster Randomized Trial,"February 08, 2021","University Hospital, Tours"
NCT04365530,Recruiting,Observational,"April 1, 2020",2000,COVID,FRANCE,,Become of Patients Infected or Suspected of Being Infected by Covid-19 and Supported by the GHPSJ and the Establishments of the Paris Plaisance Hospital City,"February 08, 2021",Groupe Hospitalier Paris Saint Joseph
NCT04382794,Completed,Observational,"May 14, 2020",338,COVID,ITALY,RETROSPECTIVE CASE-CONTROL ANALYSIS,Sitagliptin Treatment in Diabetic COVID-19 Positive Patients: Retrospective Study,"February 08, 2021",University of Milan
NCT04673162,Not yet recruiting,Interventional,December 2020,260,COVID,ITALY,"METHYLPREDNISOLONE, PLACEBO","A Randomized, Multicentre, Double-blind Study to Evaluate the Efficacy of High-dose Administration of Methylprednisolone in Addition to Standard Treatment, in SARS-CoV2 (COVID-19) Pneumonia Patients","February 08, 2021",Azienda Unità Sanitaria Locale Reggio Emilia
NCT03440372,Recruiting,Interventional,"February 27, 2018",600,CROHN DISEASE,ARGENTINA,OZANIMOD,"Induction Study #1 - A Phase 3, Multicenter, Randomized, Double-Blind, Placebo-Controlled Study of Oral Ozanimod as Induction Therapy for Moderately to Severely Active Crohn's Disease","February 08, 2021",Celgene
NCT04677660,Recruiting,Interventional,"January 21, 2021",200,PREVENTION OF INFECTIOUS DISEASE CAUSED BY SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS-2 (SARS-COV2),JAPAN,TAK-919,"A Phase 1/2, Randomized, Observer-Blind, Placebo-Controlled Trial to Evaluate the Safety and Immunogenicity of TAK-919 by Intramuscular Injection in Healthy Japanese Male and Female Adults Aged 20 Years and Older (COVID-19)","February 08, 2021",Takeda
NCT04678830,Not yet recruiting,Interventional,"January 21, 2021",102,CORONAVIRUS DISEASE 2019,,PLACEBOS,"A Phase 2, Randomized, Double Blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of Leronlimab in Patients Experiencing Prolonged Coronavirus Disease 2019 (COVID-19) Symptoms [Long-Haulers]","February 08, 2021","CytoDyn, Inc."
NCT04490837,"Active, not recruiting",Observational [Patient Registry],"June 22, 2020",3500,COVID,SPAIN,ELISA AND RAPID TEST TO DETECT ANTIBODIES AGAINST COVID-19,Rapid Diagnostic Test for COVID-19 Based on Antibody Detection,"February 08, 2021",Corporacion Parc Tauli
NCT04367870,Recruiting,Observational,"May 23, 2020",2500,ONCOLOGY,FRANCE,,COVID-19 Serodiagnosis in Oncology,"February 08, 2021",UNICANCER
NCT04396600,Enrolling by invitation,Observational,"June 8, 2020",1200,STRESS,UNITED STATES,MINNRAP PEER SUPPORT PROGRAM,The Professional Peer Resilience Initiative: Leveraging a Data-Driven Model to Maximize the Resilience of Healthcare Workers During the COVID-19 Pandemic,"February 08, 2021",University of Minnesota
NCT04318418,Completed,Observational,"March 23, 2020",3400,COVID,ITALY,,"ACE Inhibitors, Angiotensin II Type-I Receptor Blockers and Severity of COVID-19","February 08, 2021",Neuromed IRCCS
NCT04399980,"Active, not recruiting",Interventional,"May 20, 2020",30,COVID,UNITED STATES,MAVRILIMUMAB,Mavrilimumab to Reduce Progression of Acute Respiratory Failure in Patients With Severe COVID-19 Pneumonia and Systemic Hyper-inflammation,"February 08, 2021",The Cleveland Clinic
NCT04368260,Recruiting,Interventional,"April 24, 2020",40,COVID,UNITED STATES,CONTROL SWAB,Clinical Validation of New Injection Molded Flocked Nasopharyngeal Swabs in Response to the COVID-19 Pandemic,"February 08, 2021",University of Virginia
NCT04560257,Recruiting,Interventional,"May 1, 2020",30,SARS-COV INFECTION,PAKISTAN,HIGH FLOW NASAL CANNULA HFNC,Prone Positioning and High Flow Nasal Canula (HFNC) Therapy: A Game Changer in COVID-19 Outcome,"February 08, 2021",Lahore General Hospital
NCT04589117,Completed,Interventional,"May 27, 2020",11,PARENTS DURING COVID,UNITED STATES,EXPRESSIVE WRITING,Expressive Writing for COVID-19 Resilience for Parents,"February 08, 2021",Duke University
NCT04325633,Not yet recruiting,Interventional,"April 13, 2020",584,COVID,,1: NAPROXEN,Efficacy of Addition of Naproxen in the Treatment of Critically Ill Patients Hospitalized for COVID-19 Infection,"February 08, 2021",Assistance Publique - Hôpitaux de Paris
NCT04588441,Not yet recruiting,Interventional,March 2021,30,ACUTE RESPIRATORY DISTRESS,,ADENOSINE,Aerosolized Inhaled Adenosine Treatment in Patients With Acute Respiratory Distress Syndrome (ARDS) Caused by COVID-19 (The ARCTIC Trial),"February 08, 2021",University of Florida
NCT04341922,"Active, not recruiting",Interventional,"May 9, 2020",670,DYSFUNCTIONAL WORRY,SWEDEN,INTERNET-DELIVERED COGNITIVE BEHAVIOR THERAPY (ICBT) FOR DYSFUNCTIONAL WORRY RELATED TO THE COVID-19 PANDEMIC,Evaluation of a Brief Online-delivered Cognitive-behavioral Intervention for Dysfunctional Worry Related to the Covid-19 Pandemic: A Randomized Controlled Trial,"February 08, 2021",Karolinska Institutet
NCT04504734,Enrolling by invitation,Interventional,"November 27, 2020",1000,COVID,UNITED STATES,BUCILLAMINE,"Multi-Center, Randomized, Double-Blind, Placebo-Controlled Study of Bucillamine in Patients With Mild-Moderate COVID-19","February 08, 2021","Revive Therapeutics, Ltd."
NCT04540926,Not yet recruiting,Interventional,September 2020,200,COVID PNEUMONIA,MEXICO,CYCLOSPORIN A,"Utility of Low Doses of Corticosteroids and Cyclosporine Combined With Enoxaparin, in Patients With COVID-19 Pneumonia at the ISSSTE Regional Hospital, Puebla, During the Contingency Period Due to the SARS-Cov2 Pandemic","February 08, 2021",Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado
NCT04525742,Completed,Interventional,"July 5, 2020",309,COVID,TURKEY,DIFFICULTIES LIVED BY DISABLED CHILDREN'S PARENTS IN THE PERIOD OF COVID-19 PANDEMIC,COVID-19 Pandemic From the Perspective of Parents of Disabled Children,"February 08, 2021",Gaziosmanpasa Taksim Research and Education Hospital
NCT04399317,Recruiting,Interventional,"May 28, 2020",20,ARDS ASSOCIATED WITH COVID,QATAR,FLOW CONTROLLED VENTILATION (EVONE-VENTILATOR),Flow Controlled Ventilation in ARDS Associated With COVID-19,"February 08, 2021",Hamad Medical Corporation
NCT04431180,Enrolling by invitation,Interventional,"June 13, 2020",403535,BLOOD DONATION,CHINA,BLOOD DONATION SMS,Recruit Blood Donors Via SMS With Different Contents During Epidemic of COVID-19#Second Repeat Trial#,"February 08, 2021",Guangzhou Blood Center
NCT04329546,Recruiting,Observational,"March 27, 2020",250,SARS-COV2 VIRAL KINETICS AND HOST IMMUNE RESPONSES,SWITZERLAND,NA (NO INTERVENTION),How Immune Responses Shape Virological and Clinical Characteristics of COVID-19: a Prospective Cohort Study,"February 08, 2021","University Hospital, Geneva"
NCT04410159,Completed,Interventional,"June 22, 2020",20,COVID,MALAYSIA,POVIDONE-IODINE,"A Pilot, Open-Labelled, Randomised Controlled Trial Of Povidone-Iodine Vs Essential Oil And Tap Water Gargling For COVID-19 Patients","February 08, 2021",Universiti Sains Islam Malaysia
NCT04356495,Recruiting,Interventional,"July 29, 2020",820,CORONAVIRUS INFECTION,FRANCE,VITAMINS,Randomized Trial to Evaluate the Safety and Efficacy of Outpatient Treatments to Reduce the Risk of Worsening in Individuals With COVID-19 With Risk Factors (COVERAGE France),"February 08, 2021","University Hospital, Bordeaux"
NCT04609839,Recruiting,Observational,"October 27, 2020",200,PATIENT ADMITTED TO INTENSIVE CARE UNIT FOR COVID,FRANCE,FOLLOW-UP OF PATIENTS WITH COVID-19,TeleRea'nCo : FOLLOW-UP OF PATIENTS WITH COVID-19.,"February 08, 2021","University Hospital, Strasbourg, France"
NCT04333693,Not yet recruiting,Observational [Patient Registry],"April 1, 2020",50,VASCULAR SURGICAL PROCEDURES,SPAIN,VASCULAR SURGERY,Outcomes of Vascular Surgery in COVID-19 Infection: National Cohort Study (Covid-VAS),"February 08, 2021",Vascular Investigation Network Spanish Society for Angiology and Vascular Surgery
NCT04419571,Completed,Observational,"March 23, 2020",94,COVID,UNITED KINGDOM,EMERGENCY LAPAROTOMY,Emergency Laparotomies and Outcomes During the COVID-19 Pandemic - a Retrospective Cohort Study,"February 08, 2021","Barking, Havering and Redbridge University Hospitals NHS Trust"
NCT04459325,Completed,Interventional,"June 1, 2020",100,COVID,RUSSIAN FEDERATION,TIGERASE® AND BEST AVAILABLE CARE,A Prospective Open-label Study of the Tigerase® Efficacy and Safety as Part of Complex Therapy in Patients With COVID-19,"February 08, 2021",AO GENERIUM
NCT04482634,Recruiting,Interventional,"September 1, 2020",122,PULMONARY REHABILITATION,TURKEY,REMOTE CONTROLLED EXERCISE,Is Tele-rehabilitation Superior to Home Exercise Program in the Pulmonary Rehabilitation of the Patients With COVID-19 With Post-intensive Care Syndrome? A Randomized Controlled Trial,"February 08, 2021",Koç University
NCT04682873,Recruiting,Interventional,"May 15, 2020",700,COVID DISEASE,UKRAINE,ENISAMIUM IODIDE,"A Multi-centre, Double-blind, Randomised, Placebo-controlled, Trial to Assess the Efficacy and Safety of Amizon® Max, Manufactured by Farmak JSC, in Combination With Basic Treatment, in Subjects With Moderate Covid-19","February 08, 2021","Joint Stock Company ""Farmak"""
NCT04340349,Enrolling by invitation,Interventional,"May 11, 2020",280,HYDROXYCHLOROQUINE,MEXICO,HYDROXYCHLOROQUINE SULFATE,Low-dose Hydroxychloroquine and Bromhexine: a Novel Regimen for COVID-19 Prophylaxis in Healthcare Professionals (ELEVATE Trial),"February 08, 2021",Instituto Nacional de Rehabilitacion
NCT04408365,Recruiting,Observational,"August 5, 2020",82,COVID,UNITED KINGDOM,,"Endothelial Function, Inflammation, and Organ Dysfunction in Critically Ill Patients With COVID-19","February 08, 2021",Guy's and St Thomas' NHS Foundation Trust
NCT00571389,Recruiting,Observational,November 2007,1000,"SOLID TUMOR, ADULT",UNITED STATES,,"A Study to Facilitate Development of an Ex-Vivo Device Platform for Circulating Tumor Cell and Immune Cell Harvesting, Banking, and Apoptosis-Viability Assay","February 08, 2021","BioCytics, Inc."
NCT04380532,"Active, not recruiting",Interventional,"May 15, 2020",20,COVID,CANADA,V-SARS,Clinical Trial of COVID-19 Therapeutic Vaccine Formulated as an Oral Pill,"February 08, 2021",Immunitor LLC
NCT04526145,Not yet recruiting,Interventional,"January 31, 2021",30,"STRESS, PSYCHOLOGICAL",,STRESS AND EMOTION MANAGEMENT,Operating Under Resilience (OUR) Project: Stress and Emotion Management for Black/African American Women With Hypertension In a Covid--19 Social Distancing Society,"February 08, 2021",Ohio State University
NCT04517162,Recruiting,Interventional,"August 19, 2020",90,COVID,MEXICO,COLLAGEN-POLYVINYLPYRROLIDONE,Effect of Collagen-Polyvinylpyrrolidone for the Treatment of Hyperinflammation and the Pulmonary Fibrosis in COVID-19 Patients. Double Blind Placebo-controlled Pilot Trial,"February 08, 2021",Janette Furuzawa Carballeda
NCT04337346,Completed,Observational [Patient Registry],"April 5, 2020",80,ENDOMETRIOSIS,TURKEY,,Endometriosis Patients Covid 19 Anxiety,"February 08, 2021",Kanuni Sultan Suleyman Training and Research Hospital
NCT03923504,Recruiting,Interventional,"May 10, 2019",18,HODGKIN LYMPHOMA,UNITED STATES,PHYSICAL ACTIVITY INTERVENTION (PAI),Improving Exercise Capacity With a Tailored Physical Activity Intervention in Lymphoma and Breast Cancer Patients Undergoing Treatment,"February 08, 2021",Virginia Commonwealth University
NCT04514016,Recruiting,Observational,"August 12, 2020",100,SARS-COV INFECTION,UNITED STATES,,"Cross Sectional Survey Of Severe Acute Respiratory Syndrome (SARS) Coronavirus 2 (COV-2) Infection And Seroprevalence In A Cohort Of HIV-Infected Children, Youth, And Adolescents Receiving Care At A Single Tertiary Care Medical Center In Miami-Dade County, Florida","February 08, 2021",University of Miami
NCT04668820,Not yet recruiting,Interventional,"February 1, 2021",15,MUSCULOSKELETAL ABNORMALITY,TURKEY,"VIDEO PEDIATRIC GAIT, ARMS, LEGS AND SPINE (V-PGALS)","Reliability and Acceptability of Real-time Virtual Video Pediatric Gait, Arms, Legs and Spine (V-pGALS) Assessment for Musculoskeletal Assessment of Children for Telemedicine Visits","February 08, 2021",Marmara University
NCT04673318,Not yet recruiting,Interventional,January 2021,87,COVID,,HEAT THERAPY,Physical Rehabilitation of COVID-19 Survivors by Heat Therapy,"February 08, 2021","University of Massachusetts, Amherst"
NCT04583306,Recruiting,Observational [Patient Registry],"June 1, 2020",120,COVID,ITALY,"RAMAN ANALYSIS OF SALIVA, CHARACTERIZATION OF THE RAMAN DATABASE AND BUILDING OF THE CLASSIFICATION MODEL",Characterization of the COVID-19 Raman Signature of Saliva as a Potential Tool for the Fast Discrimination of SARS-CoV-2 Infection and Severity,"February 08, 2021",Fondazione Don Carlo Gnocchi Onlus
NCT04649944,Not yet recruiting,Observational,"February 5, 2021",40,COVID,ITALY,SEROLOGICAL TEST AND PHONE INTERVIEW,Assessment of the Serological Profile of Children and Adolescents Between 4 and 16 Years of Age Cohabiting With at Least One Family Member Who Tested Positive to COVID-19: an Observational Study,"February 08, 2021",University of Milan
NCT04733651,Not yet recruiting,Interventional,"February 20, 2021",250,COVID,,HOSPITAL STANDARD OF CARE FOR COVID-19,"A Randomized, Open-labelled and Controlled Clinical Trial to Investigate the Clinical Efficacy of Isoquercetin in the Treatment of Mild-to-moderate Hospitalised COVID-19 Patients","February 08, 2021",Nepal Health Research Council
NCT04569019,Recruiting,Observational,"September 1, 2020",1000,VACCNATION IN HCW,POLAND,VACCIANTION STATUS IN HEALTH CARE WORKERS,Attitudes Towards Influenza Vaccinations Among the Healthcare Workers of the University Clinical Center of the Medical University of Warsaw,"February 08, 2021",Medical University of Warsaw
NCT04362150,"Active, not recruiting",Observational,"April 21, 2020",800,COVID,UNITED STATES,,Long-term Impact of Infection With Novel Coronavirus (LIINC): An Observational Study,"February 08, 2021","University of California, San Francisco"
NCT04360980,Recruiting,Interventional,"March 20, 2020",80,COVID,"IRAN, ISLAMIC REPUBLIC OF",COLCHICINE TABLETS,Effects of Standard Protocol Therapy With or Without Colchicine in Covid-19 Infection: A Randomized Double Blind Clinical Trial,"February 08, 2021",Shahid Beheshti University of Medical Sciences
NCT04311177,"Active, not recruiting",Interventional,"April 9, 2020",580,CORONAVIRUS INFECTION,UNITED STATES,LOSARTAN,Randomized Controlled Trial of Losartan for Patients With COVID-19 Not Requiring Hospitalization,"February 08, 2021",University of Minnesota
NCT04442282,Not yet recruiting,Observational,"June 22, 2020",5041,ANXIETY,,,"Difficulties in Emotion-regulation and Interpersonal Problems, and Their Association With Anxiety and Depression During and After the COVID-19 Pandemic","February 08, 2021",University of Oslo
NCT04664101,Not yet recruiting,Interventional,"April 1, 2021",30,COVID,UNITED STATES,"REMOTELY MONITORED, MHEALTH (REMM) SUPPORTED HIGH INTENSITY INTERVAL TRAINING (HIIT)","REmotely Monitored, Mobile Health Supported High Intensity Interval Training to Improve Functional Recovery of Survivors of Critical Illness (REMM-HIIT-ICU-COVID)","February 08, 2021",Duke University
NCT04338906,Withdrawn,Interventional,May 2020,0,COVID,,CAMOSTAT MESILATE,Evaluation of the Efficacy and Safety of Camostat Mesilate + Hydroxychloroquine Combination Therapy in Hospitalized Patients With Moderate COVID-19 Infection,"February 08, 2021","Heinrich-Heine University, Duesseldorf"
NCT04638673,Recruiting,Interventional,"November 19, 2020",30,CORONAVIRUS,UNITED STATES,SOTERIX TAVNS MODEL 0125-LTE STIMULATOR - ACTIVE-ACTIVE GROUP,Testing a Wearable Telemedicine-controllable taVNS Device for NeuroCovid Recovery and Rehab,"February 08, 2021",Medical University of South Carolina
NCT04545047,"Active, not recruiting",Observational,"May 1, 2020",10000,CORONAVIRUS DISEASE 2019 (COVID),UNITED STATES,COVID-19 CONVALESCENT PLASMA,CSP #2030 - Observational Study of Convalescent Plasma for Treatment of Veterans With COVID-19,"February 08, 2021",VA Office of Research and Development
NCT04592224,Recruiting,Observational,"November 12, 2020",40,CANCER,UNITED KINGDOM,,Cancer Information Your Way: Get What You Need to Make Your Decisions - a Qualitative Study of Decision Making by Patients With Lower Health Literacy Receiving Care for Incurable Cancer,"February 08, 2021",University of Southampton
NCT04496869,Not yet recruiting,Observational,July 2020,600,INFERTILITY TREATMENT,FRANCE,ONLINE QUESTIONNAIRE,"Psychological Impact of COVID19 Among Women Undergoing Infertility Treatment, a French Cohort","February 08, 2021",Hospices Civils de Lyon
NCT04430387,Not yet recruiting,Interventional,"November 1, 2021",180,DENTAL PLAQUE,UNITED STATES,THE SALIVA EJECTOR,Evaluation of Impact on Environmental Spatter Using Different Isolation Methods During Hygiene Appointment Among Pediatric Patients,"February 08, 2021","The University of Texas Health Science Center, Houston"
NCT04547218,Completed,Observational,"June 22, 2020",150,AGE PROBLEM,MALAYSIA,,Study on Incidence of Elective Surgery Postponed During COVID-19 Pandemic in Geriatric Population,"February 08, 2021",University of Malaya
NCT04645498,Not yet recruiting,Observational,January 2021,77,COVID,,,Prospective Study on the Impact of COVID-19 on the Equilibrium of Hereditary Metabolic Disease (MHM) in Patients With or Who Have Contracted COVID-19,"February 08, 2021","University Hospital, Lille"
NCT04369859,Recruiting,Observational,"April 23, 2020",1300,PREGNANT WOMEN,FRANCE,EXAMINE THE IMPACT OF COVID-19 DURING PREGNANCY,Obstetric and Perinatal Outcomes of Women With COVID-19: A Prospective Cohort Study,"February 08, 2021",Assistance Publique Hopitaux De Marseille
NCT04434248,"Active, not recruiting",Interventional,"April 23, 2020",330,COVID,RUSSIAN FEDERATION,FAVIPIRAVIR,"An Adaptive, Multicenter, Randomized, Open-label, Comparative Clinical Study to Assess Efficacy and Safety of Favipiravir in Hospitalized Patients With COVID-19","February 08, 2021",Chromis LLC
NCT03102034,Completed,Interventional,"April 6, 2017",32,RESPIRATORY SYNCYTIAL VIRUS INFECTIONS,UNITED STATES,D46/NS2/N/ΔM2-2-HINDIII,"Phase I Placebo-Controlled Study of the Infectivity, Safety and Immunogenicity of a Single Dose of a Recombinant Live-Attenuated Respiratory Syncytial Virus Vaccine, D46/NS2/N/ΔM2-2-HindIII, Lot RSV#011B, Delivered as Nose Drops to RSV-Seronegative Infants 6 to 24 Months of Age","February 08, 2021",National Institute of Allergy and Infectious Diseases (NIAID)
NCT04416139,Recruiting,Interventional,"May 1, 2020",10,COVID,MEXICO,INFUSION IV OF MESENCHYMAL STEM CELLS,Mesenchymal Stem Cells for the Treatment of Severe Acute Respiratory Distress Syndrome Due to COVID-19. Pilot Study,"February 08, 2021",Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran
NCT04390126,"Active, not recruiting",Observational,"April 20, 2020",1200,CHRONIC CORONARY SYNDROME,FRANCE,LIFE QUESTIONNAIRES,COVID-19 Related Lockdown Effects On Chronic Diseases,"February 08, 2021",Centre Hospitalier Universitaire Dijon
NCT04670003,Not yet recruiting,Observational [Patient Registry],January 2021,20000,COVID,,USERS,Spread Analysis of COVID-19 Outbreak in France by Self-assessment Web-application: an Observational Study,"February 08, 2021",Weprom
NCT04341207,Recruiting,Interventional,"April 3, 2020",1000,CANCER & COVID,FRANCE,HYDROXYCHLOROQUINE,COVID 19 - Epidemiology of SARS-CoV-2 and Mortality to Covid19 Disease Upon Hydroxychloroquine and Azithromycin Therapy in French Cancer Patients,"February 08, 2021","Gustave Roussy, Cancer Campus, Grand Paris"
NCT04369690,Recruiting,Observational,"April 3, 2020",1000,COVID,CANADA,,"How Are You Coping? Assessing the Psychological, Social, and Economic Impacts of an Emerging Pandemic","February 08, 2021",University of Ottawa
NCT04348305,"Active, not recruiting",Interventional,"April 17, 2020",1000,COVID,DENMARK,HYDROCORTISONE,Low-dose Hydrocortisone in Patients With COVID-19 and Severe Hypoxia - the COVID STEROID Trial,"February 08, 2021",Scandinavian Critical Care Trials Group
NCT04498247,"Active, not recruiting",Interventional,"August 27, 2020",260,CORONAVIRUS DISEASE (COVID),AUSTRIA,V591,"A Phase 1/Phase 2, Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging Trial to Evaluate the Safety, Tolerability and Immunogenicity of V591 (COVID-19 Vaccine) in Healthy Younger and Older Participants","February 08, 2021",Merck Sharp & Dohme Corp.
NCT04392778,Recruiting,Interventional,"April 1, 2020",30,COVID,TURKEY,MSC TREATMENT,What is the Effect of Mesenchymal Stem Cell Therapy on Seriously Ill Patients With Covid 19 in Intensive Care? (Prospective Double Controlled Study),"February 08, 2021",SBÜ Dr. Sadi Konuk Eğitim ve Araştırma Hastanesi
